Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_0,Embarked_1,Embarked_2
0,3,1,40.0,0,0,7.8958,0,1,0
0,2,1,28.0,0,0,13.5,0,1,0
0,3,1,22.95005729219877,0,0,8.05,0,1,0
0,3,0,25.90226913888976,0,0,8.05,0,1,0
0,3,1,24.0,2,0,24.15,0,1,0
0,3,1,19.0,0,0,7.8958,0,1,0
0,3,0,29.0,0,4,21.075,0,1,0
0,3,1,26.1030901597683,0,0,7.2292,0,0,0
1,3,1,32.0,0,0,7.8542,0,1,0
1,2,1,62.0,0,0,10.5,0,1,0
1,1,0,53.0,2,0,51.4792,0,1,0
1,1,1,36.0,0,0,26.3875,0,1,0
1,3,0,22.711804288005048,0,0,7.75,1,0,0
0,3,1,16.0,0,0,8.05,0,1,0
0,3,1,19.0,0,0,14.5,0,1,0
1,2,0,34.0,0,0,13.0,0,1,0
1,1,0,39.0,1,0,55.9,0,1,0
0,3,0,37.97165851875985,1,0,14.4583,0,0,0
1,3,1,32.0,0,0,7.925,0,1,0
1,2,0,25.0,1,1,30.0,0,1,0
1,1,0,39.0,1,1,110.8833,0,0,0
0,2,1,54.0,0,0,26.0,0,1,0
0,1,1,36.0,0,0,40.125,0,0,0
0,3,1,17.08138757672767,0,0,8.7125,0,0,0
1,1,0,18.0,0,2,79.65,0,1,0
0,2,1,47.0,0,0,15.0,0,1,0
1,1,1,60.0,1,1,79.2,0,0,0
0,3,1,22.0,0,0,8.05,0,1,0
0,3,1,16.145885703105055,0,0,8.05,0,1,0
0,3,1,35.0,0,0,7.125,0,1,0
1,1,0,52.0,1,0,78.2667,0,0,0
0,3,1,47.0,0,0,7.25,0,1,0
0,3,0,40.739367437553554,0,2,7.75,1,0,0
0,2,1,37.0,1,0,26.0,0,1,0
0,3,1,36.0,1,1,24.15,0,1,0
1,2,0,41.14209638864048,0,0,33.0,0,1,0
0,3,1,49.0,0,0,0.0,0,1,0
0,3,1,55.58030017630928,0,0,7.225,0,0,0
1,1,1,49.0,1,0,56.9292,0,0,0
1,2,0,24.0,2,1,27.0,0,1,0
0,3,1,20.323684855286366,0,0,7.8958,0,1,0
0,1,1,38.72675184888786,0,0,42.4,0,1,0
0,3,1,44.0,0,0,8.05,0,1,0
1,1,1,35.0,0,0,26.55,0,0,0
0,3,1,36.0,1,0,15.55,0,1,0
0,3,1,30.0,0,0,7.8958,0,1,0
1,1,1,27.0,0,0,30.5,0,1,0
1,2,0,22.0,1,2,41.5792,0,0,0
1,1,0,40.0,0,0,153.4625,0,1,0
0,3,0,39.0,1,5,31.275,0,1,0
0,3,1,37.889492536320894,0,0,7.05,0,1,0
1,3,0,41.278388431857856,1,0,15.5,1,0,0
0,3,1,42.52809011146591,0,0,7.75,1,0,0
0,3,1,35.0,0,0,8.05,0,1,0
1,2,0,24.0,1,2,65.0,0,1,0
0,3,1,34.0,1,1,14.4,0,1,0
0,3,0,26.0,1,0,16.1,0,1,0
1,2,0,4.0,2,1,39.0,0,1,0
0,2,1,26.0,0,0,10.5,0,1,0
0,3,1,27.0,1,0,14.4542,0,0,0
1,1,1,42.0,1,0,52.5542,0,1,0
1,3,1,20.0,1,1,15.7417,0,0,0
0,3,1,21.0,0,0,7.8542,0,1,0
0,3,1,21.0,0,0,16.1,0,1,0
0,1,1,61.0,0,0,32.3208,0,1,0
0,2,1,57.0,0,0,12.35,1,0,0
1,1,0,21.0,0,0,77.9583,0,1,0
0,3,1,26.0,0,0,7.8958,0,1,0
0,3,1,61.017007323746576,0,0,7.7333,1,0,0
0,3,1,51.0,0,0,7.0542,0,1,0
1,1,1,32.0,0,0,30.5,0,0,0
0,1,1,13.57756886531893,0,0,0.0,0,1,0
0,3,0,9.0,3,2,27.9,0,1,0
1,2,0,28.0,0,0,13.0,0,1,0
0,3,1,32.0,0,0,7.925,0,1,0
0,2,1,31.0,1,1,26.25,0,1,0
0,3,0,41.0,0,5,39.6875,0,1,0
0,3,1,31.125437914823543,1,0,16.1,0,1,0
0,3,1,20.0,0,0,7.8542,0,1,0
1,1,0,24.0,0,0,69.3,0,0,0
0,3,0,2.0,3,2,27.9,0,1,0
1,3,0,0.75,2,1,19.2583,0,0,0
1,1,1,48.0,1,0,76.7292,0,0,0
0,3,1,19.0,0,0,7.8958,0,1,0
1,1,1,56.0,0,0,35.5,0,0,0
0,3,1,50.84210313303984,0,0,7.55,0,1,0
1,3,0,23.0,0,0,7.55,0,1,0
0,3,1,15.215359810658647,0,0,7.8958,0,1,0
1,2,0,18.0,0,1,23.0,0,1,0
0,3,1,21.0,0,0,8.4333,0,1,0
1,3,0,19.02093179260896,0,0,7.8292,1,0,0
0,3,0,18.0,0,0,6.75,1,0,0
0,2,1,24.0,2,0,73.5,0,1,0
0,3,1,32.58004830848194,0,0,7.8958,0,1,0
0,3,0,32.0,1,1,15.5,1,0,0
0,2,1,23.0,0,0,13.0,0,1,0
0,1,1,58.0,0,2,113.275,0,0,0
1,1,1,50.0,2,0,133.65,0,1,0
0,3,1,40.0,0,0,7.225,0,0,0
0,1,1,47.0,0,0,25.5875,0,1,0
0,3,1,36.0,0,0,7.4958,0,1,0
1,3,1,20.0,1,0,7.925,0,1,0
0,2,1,32.0,2,0,73.5,0,1,0
0,2,1,25.0,0,0,13.0,0,1,0
0,3,1,30.97531331827435,0,0,7.775,0,1,0
0,3,1,43.0,0,0,8.05,0,1,0
1,1,0,47.1285041715449,1,0,52.0,0,1,0
1,2,0,40.0,1,1,39.0,0,1,0
0,1,1,31.0,1,0,52.0,0,1,0
1,2,1,31.0,0,0,13.0,0,1,0
0,2,1,12.750668903004058,0,0,0.0,0,1,0
0,3,1,18.0,0,0,7.775,0,1,0
0,3,1,24.5,0,0,8.05,0,1,0
1,3,0,18.0,0,0,9.8417,0,1,0
0,3,0,43.0,1,6,46.9,0,1,0
1,1,1,36.0,0,1,512.3292,0,0,0
0,3,0,29.972496920219704,0,0,8.1375,1,0,0
1,1,1,27.0,0,0,76.7292,0,0,0
0,3,1,20.0,0,0,9.225,0,1,0
0,3,1,14.0,5,2,46.9,0,1,0
0,2,1,60.0,1,1,39.0,0,1,0
0,2,1,25.0,1,2,41.5792,0,0,0
0,3,1,14.0,4,1,39.6875,0,1,0
0,3,1,19.0,0,0,10.1708,0,1,0
0,3,1,18.0,0,0,7.7958,0,1,0
1,1,0,15.0,0,1,211.3375,0,1,0
1,1,1,31.0,1,0,57.0,0,1,0
1,3,0,4.0,0,1,13.4167,0,0,0
1,3,1,0.2271708180113885,0,0,56.4958,0,1,0
0,3,1,25.0,0,0,7.225,0,0,0
0,1,1,60.0,0,0,26.55,0,1,0
0,2,1,52.0,0,0,13.5,0,1,0
0,3,1,44.0,0,0,8.05,0,1,0
1,3,0,45.75840142449852,0,0,7.7333,1,0,0
0,1,1,49.0,1,1,110.8833,0,0,0
0,3,1,42.0,0,0,7.65,0,1,0
1,1,0,18.0,1,0,227.525,0,0,0
1,1,1,35.0,0,0,26.2875,0,1,0
0,3,0,18.0,0,1,14.4542,0,0,0
0,3,1,25.0,0,0,7.7417,1,0,0
0,3,1,26.0,1,0,7.8542,0,1,0
0,2,1,39.0,0,0,26.0,0,1,0
1,2,0,45.0,0,0,13.5,0,1,0
1,1,1,42.0,0,0,26.2875,0,1,0
1,1,0,22.0,0,0,151.55,0,1,0
1,3,1,15.577815168352055,1,1,15.2458,0,0,0
1,1,0,24.0,0,0,49.5042,0,0,0
0,1,1,43.04116487252992,0,0,26.55,0,1,0
1,1,1,48.0,1,0,52.0,0,1,0
0,3,1,29.0,0,0,9.4833,0,1,0
0,2,1,52.0,0,0,13.0,0,1,0
0,3,1,19.0,0,0,7.65,0,1,0
1,1,0,38.0,0,0,227.525,0,0,0
1,2,0,27.0,0,0,10.5,0,1,0
0,3,1,32.83954991186579,0,0,15.5,1,0,0
0,3,1,33.0,0,0,7.775,0,1,0
1,2,0,6.0,0,1,33.0,0,1,0
0,3,1,17.0,1,0,7.0542,0,1,0
0,2,1,34.0,0,0,13.0,0,1,0
0,2,1,50.0,0,0,13.0,0,1,0
1,1,1,27.0,1,0,53.1,0,1,0
0,3,1,20.0,0,0,8.6625,0,1,0
1,2,0,30.0,3,0,21.0,0,1,0
1,3,0,30.02369416595154,0,0,7.7375,1,0,0
0,2,1,25.0,1,0,26.0,0,1,0
0,3,0,25.0,1,0,7.925,0,1,0
1,1,0,29.0,0,0,211.3375,0,1,0
0,3,1,11.0,0,0,18.7875,0,0,0
0,2,1,13.027827989344235,0,0,0.0,0,1,0
0,2,1,23.0,0,0,13.0,0,1,0
0,2,1,23.0,0,0,13.0,0,1,0
0,3,1,28.5,0,0,16.1,0,1,0
0,3,0,48.0,1,3,34.375,0,1,0
1,1,1,35.0,0,0,512.3292,0,0,0
0,3,1,28.058560205512897,0,0,7.8958,0,1,0
0,3,1,35.18995657105002,0,0,7.8958,0,1,0
1,1,1,42.47637465106215,0,0,30.0,0,1,0
0,1,1,36.0,1,0,78.85,0,1,0
1,1,0,21.0,2,2,262.375,0,0,0
0,3,1,24.0,1,0,16.1,0,1,0
1,3,1,31.0,0,0,7.925,0,1,0
0,3,1,16.0,1,1,20.25,0,1,0
1,2,0,30.0,0,0,13.0,0,1,0
0,1,1,19.0,1,0,53.1,0,1,0
0,3,1,31.0,0,0,7.75,1,0,0
1,2,0,4.0,1,1,23.0,0,1,0
1,3,1,6.0,0,1,12.475,0,1,0
0,3,1,33.0,0,0,9.5,0,1,0
0,3,1,23.0,0,0,7.8958,0,1,0
1,2,0,48.0,1,2,65.0,0,1,0
1,2,1,0.67,1,1,14.5,0,1,0
0,3,1,28.0,0,0,7.7958,0,1,0
0,2,1,18.0,0,0,11.5,0,1,0
0,3,1,34.0,0,0,8.05,0,1,0
1,1,0,33.0,0,0,86.5,0,1,0
0,3,1,41.38901282546766,0,0,14.5,0,1,0
0,3,1,41.0,0,0,7.125,0,1,0
1,3,1,20.0,0,0,7.2292,0,0,0
1,1,0,36.0,1,2,120.0,0,1,0
0,3,1,16.0,0,0,7.775,0,1,0
1,1,0,51.0,1,0,77.9583,0,1,0
0,1,1,49.6597435176696,0,0,39.6,0,0,0
0,3,0,30.5,0,0,7.75,1,0,0
0,3,1,30.80858961691752,1,0,24.15,1,0,0
0,3,1,32.0,0,0,8.3625,0,1,0
0,3,1,24.0,0,0,9.5,0,1,0
0,3,1,48.0,0,0,7.8542,0,1,0
0,2,0,57.0,0,0,10.5,0,1,0
0,3,1,63.60200530374851,0,0,7.225,0,0,0
1,2,0,54.0,1,3,23.0,0,1,0
0,3,1,18.0,0,0,7.75,0,1,0
0,3,1,-0.247521525590721,0,0,7.75,1,0,0
1,3,0,5.0,0,0,12.475,0,1,0
0,3,1,32.1267169584342,0,0,7.7375,1,0,0
1,1,0,43.0,0,1,211.3375,0,1,0
1,3,0,13.0,0,0,7.2292,0,0,0
1,1,0,17.0,1,0,57.0,0,1,0
0,1,1,29.0,0,0,30.0,0,1,0
0,3,1,29.04225944815109,1,2,23.45,0,1,0
0,3,1,25.0,0,0,7.05,0,1,0
0,3,1,25.0,0,0,7.25,0,1,0
1,3,0,18.0,0,0,7.4958,0,1,0
0,3,1,8.0,4,1,29.125,1,0,0
1,3,1,1.0,1,2,20.575,0,1,0
0,1,1,46.0,0,0,79.2,0,0,0
0,3,1,43.1290469300501,0,0,7.75,1,0,0
0,2,1,16.0,0,0,26.0,0,1,0
0,3,0,6.778042439846403,8,2,69.55,0,1,0
0,1,1,13.568130313008336,0,0,30.6958,0,0,0
0,3,1,25.0,0,0,7.8958,0,1,0
0,2,1,39.0,0,0,13.0,0,1,0
1,1,0,49.0,0,0,25.9292,0,1,0
1,3,0,31.0,0,0,8.6833,0,1,0
0,3,1,30.0,0,0,7.2292,0,0,0
0,3,0,30.0,1,1,24.15,0,1,0
0,2,1,34.0,0,0,13.0,0,1,0
1,2,0,31.0,1,1,26.25,0,1,0
1,1,1,11.0,1,2,120.0,0,1,0
1,3,1,0.42,0,1,8.5167,0,0,0
1,3,1,27.0,0,0,6.975,0,1,0
0,3,1,31.0,0,0,7.775,0,1,0
0,1,1,39.0,0,0,0.0,0,1,0
0,3,0,18.0,0,0,7.775,0,1,0
0,2,1,39.0,0,0,13.0,0,1,0
1,1,0,33.0,1,0,53.1,0,1,0
0,3,1,26.0,0,0,7.8875,0,1,0
0,3,1,39.0,0,0,24.15,0,1,0
0,2,1,35.0,0,0,10.5,0,1,0
0,3,0,6.0,4,2,31.275,0,1,0
0,3,1,30.5,0,0,8.05,0,1,0
0,1,1,32.063109000133835,0,0,0.0,0,1,0
0,3,0,23.0,0,0,7.925,0,1,0
0,2,1,31.0,1,1,37.0042,0,0,0
0,3,1,43.0,0,0,6.45,0,1,0
0,3,1,10.0,3,2,27.9,0,1,0
1,1,0,52.0,1,1,93.5,0,1,0
1,3,1,27.0,0,0,8.6625,0,1,0
0,1,1,38.0,0,0,0.0,0,1,0
1,3,0,27.0,0,1,12.475,0,1,0
0,3,1,2.0,4,1,39.6875,0,1,0
1,2,1,1.0,0,2,37.0042,0,0,0
1,3,1,45.37023810564668,0,0,7.75,1,0,0
1,1,0,62.0,0,0,80.0,0,0,1
1,3,0,15.0,1,0,14.4542,0,0,0
1,2,1,0.83,1,1,18.75,0,1,0
0,3,1,12.593101982114224,0,0,7.2292,0,0,0
0,3,1,23.0,0,0,7.8542,0,1,0
0,3,1,18.0,0,0,8.3,0,1,0
1,1,0,39.0,1,1,83.1583,0,0,0
0,3,1,21.0,0,0,8.6625,0,1,0
0,3,1,22.01840690065773,0,0,8.05,0,1,0
1,3,1,32.0,0,0,56.4958,0,1,0
1,1,1,28.82068046104916,0,0,29.7,0,0,0
0,3,1,20.0,0,0,7.925,0,1,0
0,2,1,16.0,0,0,10.5,0,1,0
1,1,0,30.0,0,0,31.0,0,0,0
0,3,1,34.5,0,0,6.4375,0,0,0
0,3,1,17.0,0,0,8.6625,0,1,0
0,3,1,42.0,0,0,7.55,0,1,0
0,3,1,45.24246016931585,8,2,69.55,0,1,0
0,3,1,35.0,0,0,7.8958,0,0,0
0,2,1,28.0,0,1,33.0,0,1,0
1,1,0,-2.7948053709367624,1,0,89.1042,0,0,0
0,3,1,4.0,4,2,31.275,0,1,0
0,3,0,9.0,1,1,15.2458,0,0,0
1,1,0,16.0,0,1,39.4,0,1,0
0,2,0,44.0,1,0,26.0,0,1,0
1,3,0,18.0,0,1,9.35,0,1,0
1,1,0,45.0,1,1,164.8667,0,1,0
1,1,1,51.0,0,0,26.55,0,1,0
1,3,0,24.0,0,3,19.2583,0,0,0
0,3,1,31.981157627228903,0,0,7.2292,0,0,0
0,3,1,41.0,2,0,14.1083,0,1,0
0,2,1,21.0,1,0,11.5,0,1,0
1,1,0,48.0,0,0,25.9292,0,1,0
0,3,0,38.11039816898216,8,2,69.55,0,1,0
0,2,1,24.0,0,0,13.0,0,1,0
1,2,0,42.0,0,0,13.0,0,1,0
1,2,0,27.0,1,0,13.8583,0,0,0
0,1,1,31.0,0,0,50.4958,0,1,0
0,3,1,15.170823742508592,0,0,9.5,0,1,0
1,3,1,4.0,1,1,11.1333,0,1,0
0,3,1,26.0,0,0,7.8958,0,1,0
1,1,0,47.0,1,1,52.5542,0,1,0
0,1,1,33.0,0,0,5.0,0,1,0
0,3,1,47.0,0,0,9.0,0,1,0
1,2,0,28.0,1,0,24.0,0,0,0
1,3,0,15.0,0,0,7.225,0,0,0
0,3,1,20.0,0,0,9.8458,0,1,0
0,3,1,19.0,0,0,7.8958,0,1,0
0,3,1,44.12185457044388,0,0,7.8958,0,1,0
1,1,0,56.0,0,1,83.1583,0,0,0
1,2,0,25.0,0,1,26.0,0,1,0
0,3,1,33.0,0,0,7.8958,0,1,0
0,3,0,22.0,0,0,10.5167,0,1,0
0,2,1,28.0,0,0,10.5,0,1,0
0,3,1,25.0,0,0,7.05,0,1,0
0,3,0,39.0,0,5,29.125,1,0,0
0,2,1,27.0,0,0,13.0,0,1,0
1,1,0,19.0,0,0,30.0,0,1,0
0,3,0,20.20579161687896,1,2,23.45,0,1,0
1,1,1,26.0,0,0,30.0,0,0,0
0,3,1,32.0,0,0,7.75,1,0,0
