id,title,categories,abstract,doi,created,updated,authors
2212.06251,autoregressive bandits,cs.lg stat.ml,"autoregressive processes naturally arise in a large variety of real-world scenarios, including stock markets, sales forecasting, weather prediction, advertising, and pricing. when facing a sequential decision-making problem in such a context, the temporal dependence between consecutive observations should be properly accounted for guaranteeing convergence to the optimal policy. in this work, we propose a novel online learning setting, namely, autoregressive bandits (arbs), in which the observed reward is governed by an autoregressive process of order $k$, whose parameters depend on the chosen action. we show that, under mild assumptions on the reward process, the optimal policy can be conveniently computed. then, we devise a new optimistic regret minimization algorithm, namely, autoregressive upper confidence bound (ar-ucb), that suffers sublinear regret of order $\widetilde{\mathcal{o}} \left( \frac{(k+1)^{3/2}\sqrt{nt}}{(1-\gamma)^2}\right)$, where $t$ is the optimization horizon, $n$ is the number of actions, and $\gamma < 1$ is a stability index of the process. finally, we empirically validate our algorithm, illustrating its advantages w.r.t. bandit baselines and its robustness to misspecification of key parameters.",,2022-12-12,2024-02-19,"['francesco bacchiocchi', 'gianmarco genalti', 'davide maran', 'marco mussi', 'marcello restelli', 'nicola gatti', 'alberto maria metelli']"
2212.06693,transfer learning with large-scale quantile regression,math.st stat.co stat.me stat.th,"quantile regression is increasingly encountered in modern big data applications due to its robustness and flexibility. we consider the scenario of learning the conditional quantiles of a specific target population when the available data may go beyond the target and be supplemented from other sources that possibly share similarities with the target. a crucial question is how to properly distinguish and utilize useful information from other sources to improve the quantile estimation and inference at the target. we develop transfer learning methods for high-dimensional quantile regression by detecting informative sources whose models are similar to the target and utilizing them to improve the target model. we show that under reasonable conditions, the detection of the informative sources based on sample splitting is consistent. compared to the naive estimator with only the target data, the transfer learning estimator achieves a much lower error rate as a function of the sample sizes, the signal-to-noise ratios, and the similarity measures among the target and the source models. extensive simulation studies demonstrate the superiority of our proposed approach. we apply our methods to tackle the problem of detecting hard-landing risk for flight safety and show the benefits and insights gained from transfer learning of three different types of airplanes: boeing 737, airbus a320, and airbus a380.",,2022-12-13,2024-02-25,"['jun jin', 'jun yan', 'robert h. aseltine', 'kun chen']"
2212.07052,on lasso for high dimensional predictive regression,econ.em stat.ml,"this paper examines lasso, a widely-used $l_{1}$-penalized regression method, in high dimensional linear predictive regressions, particularly when the number of potential predictors exceeds the sample size and numerous unit root regressors are present. the consistency of lasso is contingent upon two key components: the deviation bound of the cross product of the regressors and the error term, and the restricted eigenvalue of the gram matrix. we present new probabilistic bounds for these components, suggesting that lasso's rates of convergence are different from those typically observed in cross-sectional cases. when applied to a mixture of stationary, nonstationary, and cointegrated predictors, lasso maintains its asymptotic guarantee if predictors are scale-standardized. leveraging machine learning and macroeconomic domain expertise, lasso demonstrates strong performance in forecasting the unemployment rate, as evidenced by its application to the fred-md database.",,2022-12-14,2024-01-16,"['ziwei mei', 'zhentao shi']"
2212.08123,bayesian posterior approximation with stochastic ensembles,cs.lg cs.cv stat.ml,"we introduce ensembles of stochastic neural networks to approximate the bayesian posterior, combining stochastic methods such as dropout with deep ensembles. the stochastic ensembles are formulated as families of distributions and trained to approximate the bayesian posterior with variational inference. we implement stochastic ensembles based on monte carlo dropout, dropconnect and a novel non-parametric version of dropout and evaluate them on a toy problem and cifar image classification. for both tasks, we test the quality of the posteriors directly against hamiltonian monte carlo simulations. our results show that stochastic ensembles provide more accurate posterior estimates than other popular baselines for bayesian inference.",10.1109/cvpr52729.2023.01317,2022-12-15,2024-01-03,"['oleksandr balabanov', 'bernhard mehlig', 'hampus linander']"
2212.08642,"estimating higher-order mixed memberships via the $\ell_{2,\infty}$   tensor perturbation bound",math.st math.oc stat.me stat.ml stat.th,"higher-order multiway data is ubiquitous in machine learning and statistics and often exhibits community-like structures, where each component (node) along each different mode has a community membership associated with it. in this paper we propose the tensor mixed-membership blockmodel, a generalization of the tensor blockmodel positing that memberships need not be discrete, but instead are convex combinations of latent communities. we establish the identifiability of our model and propose a computationally efficient estimation procedure based on the higher-order orthogonal iteration algorithm (hooi) for tensor svd composed with a simplex corner-finding algorithm. we then demonstrate the consistency of our estimation procedure by providing a per-node error bound, which showcases the effect of higher-order structures on estimation accuracy. to prove our consistency result, we develop the $\ell_{2,\infty}$ tensor perturbation bound for hooi under independent, heteroskedastic, subgaussian noise that may be of independent interest. our analysis uses a novel leave-one-out construction for the iterates, and our bounds depend only on spectral properties of the underlying low-rank tensor under nearly optimal signal-to-noise ratio conditions such that tensor svd is computationally feasible. finally, we apply our methodology to real and simulated data, demonstrating some effects not identifiable from the model with discrete community memberships.",,2022-12-16,2024-02-01,"['joshua agterberg', 'anru zhang']"
2212.08949,managing temporal resolution in continuous value estimation: a   fundamental trade-off,cs.lg cs.sy eess.sy stat.ml,"a default assumption in reinforcement learning (rl) and optimal control is that observations arrive at discrete time points on a fixed clock cycle. yet, many applications involve continuous-time systems where the time discretization, in principle, can be managed. the impact of time discretization on rl methods has not been fully characterized in existing theory, but a more detailed analysis of its effect could reveal opportunities for improving data-efficiency. we address this gap by analyzing monte-carlo policy evaluation for lqr systems and uncover a fundamental trade-off between approximation and statistical error in value estimation. importantly, these two errors behave differently to time discretization, leading to an optimal choice of temporal resolution for a given data budget. these findings show that managing the temporal resolution can provably improve policy evaluation efficiency in lqr systems with finite data. empirically, we demonstrate the trade-off in numerical simulations of lqr instances and standard rl benchmarks for non-linear continuous control.",,2022-12-17,2024-01-16,"['zichen zhang', 'johannes kirschner', 'junxi zhang', 'francesco zanini', 'alex ayoub', 'masood dehghan', 'dale schuurmans']"
2212.10789,multi-modal molecule structure-text model for text-based retrieval and   editing,cs.lg cs.cl q-bio.qm stat.ml,"there is increasing adoption of artificial intelligence in drug discovery. however, existing studies use machine learning to mainly utilize the chemical structures of molecules but ignore the vast textual knowledge available in chemistry. incorporating textual knowledge enables us to realize new drug design objectives, adapt to text-based instructions and predict complex biological activities. here we present a multi-modal molecule structure-text model, moleculestm, by jointly learning molecules' chemical structures and textual descriptions via a contrastive learning strategy. to train moleculestm, we construct a large multi-modal dataset, namely, pubchemstm, with over 280,000 chemical structure-text pairs. to demonstrate the effectiveness and utility of moleculestm, we design two challenging zero-shot tasks based on text instructions, including structure-text retrieval and molecule editing. moleculestm has two main properties: open vocabulary and compositionality via natural language. in experiments, moleculestm obtains the state-of-the-art generalization ability to novel biochemical concepts across various benchmarks.",,2022-12-21,2024-01-29,"['shengchao liu', 'weili nie', 'chengpeng wang', 'jiarui lu', 'zhuoran qiao', 'ling liu', 'jian tang', 'chaowei xiao', 'anima anandkumar']"
2212.11880,parameter inference based on gaussian processes informed by nonlinear   partial differential equations,math.na cs.na stat.me stat.ml,"partial differential equations (pdes) are widely used for the description of physical and engineering phenomena. some key parameters involved in pdes, which represent certain physical properties with important scientific interpretations, are difficult or even impossible to measure directly. estimating these parameters from noisy and sparse experimental data of related physical quantities is an important task. many methods for pde parameter inference involve a large number of evaluations for numerical solutions to pde through algorithms such as the finite element method, which can be time-consuming, especially for nonlinear pdes. in this paper, we propose a novel method for the inference of unknown parameters in pdes, called the pde-informed gaussian process (pigp) based parameter inference method. through modeling the pde solution as a gaussian process (gp), we derive the manifold constraints induced by the (linear) pde structure such that, under the constraints, the gp satisfies the pde. for nonlinear pdes, we propose an augmentation method that transforms the nonlinear pde into an equivalent pde system linear in all derivatives, which our pigp-based method can handle. the proposed method can be applied to a broad spectrum of nonlinear pdes. the pigp-based method can be applied to multi-dimensional pde systems and pde systems with unobserved components. like conventional bayesian approaches, the method can provide uncertainty quantification for both the unknown parameters and the pde solution. the pigp-based method also completely bypasses the numerical solver for pdes. the proposed method is demonstrated through several application examples from different areas.",,2022-12-22,2024-02-01,"['zhaohui li', 'shihao yang', 'jeff wu']"
2212.13069,homophily modulates double descent generalization in graph convolution   networks,cs.lg cond-mat.dis-nn stat.ml,"graph neural networks (gnns) excel in modeling relational data such as biological, social, and transportation networks, but the underpinnings of their success are not well understood. traditional complexity measures from statistical learning theory fail to account for observed phenomena like the double descent or the impact of relational semantics on generalization error. motivated by experimental observations of ``transductive'' double descent in key networks and datasets, we use analytical tools from statistical physics and random matrix theory to precisely characterize generalization in simple graph convolution networks on the contextual stochastic block model. our results illuminate the nuances of learning on homophilic versus heterophilic data and predict double descent whose existence in gnns has been questioned by recent work. we show how risk is shaped by the interplay between the graph noise, feature noise, and the number of training labels. our findings apply beyond stylized models, capturing qualitative trends in real-world gnns and datasets. as a case in point, we use our analytic insights to improve performance of state-of-the-art graph convolution networks on heterophilic datasets.",,2022-12-26,2024-01-23,"['cheng shi', 'liming pan', 'hong hu', 'ivan dokmanić']"
2212.13597,optimal regularization for a data source,math.oc math.mg math.st stat.ml stat.th,"in optimization-based approaches to inverse problems and to statistical estimation, it is common to augment criteria that enforce data fidelity with a regularizer that promotes desired structural properties in the solution. the choice of a suitable regularizer is typically driven by a combination of prior domain information and computational considerations. convex regularizers are attractive computationally but they are limited in the types of structure they can promote. on the other hand, nonconvex regularizers are more flexible in the forms of structure they can promote and they have showcased strong empirical performance in some applications, but they come with the computational challenge of solving the associated optimization problems. in this paper, we seek a systematic understanding of the power and the limitations of convex regularization by investigating the following questions: given a distribution, what is the optimal regularizer for data drawn from the distribution? what properties of a data source govern whether the optimal regularizer is convex? we address these questions for the class of regularizers specified by functionals that are continuous, positively homogeneous, and positive away from the origin. we say that a regularizer is optimal for a data distribution if the gibbs density with energy given by the regularizer maximizes the population likelihood (or equivalently, minimizes cross-entropy loss) over all regularizer-induced gibbs densities. as the regularizers we consider are in one-to-one correspondence with star bodies, we leverage dual brunn-minkowski theory to show that a radial function derived from a data distribution is akin to a ``computational sufficient statistic'' as it is the key quantity for identifying optimal regularizers and for assessing the amenability of a data source to convex regularization.",,2022-12-27,2024-02-05,"['oscar leong', ""eliza o'reilly"", 'yong sheng soh', 'venkat chandrasekaran']"
2212.14424,normalizing flow neural networks by jko scheme,stat.ml cs.lg,"normalizing flow is a class of deep generative models for efficient sampling and likelihood estimation, which achieves attractive performance, particularly in high dimensions. the flow is often implemented using a sequence of invertible residual blocks. existing works adopt special network architectures and regularization of flow trajectories. in this paper, we develop a neural ode flow network called jko-iflow, inspired by the jordan-kinderleherer-otto (jko) scheme, which unfolds the discrete-time dynamic of the wasserstein gradient flow. the proposed method stacks residual blocks one after another, allowing efficient block-wise training of the residual blocks, avoiding sampling sde trajectories and score matching or variational learning, thus reducing the memory load and difficulty in end-to-end training. we also develop adaptive time reparameterization of the flow network with a progressive refinement of the induced trajectory in probability space to improve the model accuracy further. experiments with synthetic and real data show that the proposed jko-iflow network achieves competitive performance compared with existing flow and diffusion models at a significantly reduced computational and memory cost.",,2022-12-29,2024-02-15,"['chen xu', 'xiuyuan cheng', 'yao xie']"
2301.01642,ci-gnn: a granger causality-inspired graph neural network for   interpretable brain network-based psychiatric diagnosis,stat.ml cs.lg q-bio.nc,"there is a recent trend to leverage the power of graph neural networks (gnns) for brain-network based psychiatric diagnosis, which,in turn, also motivates an urgent need for psychiatrists to fully understand the decision behavior of the used gnns. however, most of the existing gnn explainers are either post-hoc in which another interpretive model needs to be created to explain a well-trained gnn, or do not consider the causal relationship between the extracted explanation and the decision, such that the explanation itself contains spurious correlations and suffers from weak faithfulness. in this work, we propose a granger causality-inspired graph neural network (ci-gnn), a built-in interpretable model that is able to identify the most influential subgraph (i.e., functional connectivity within brain regions) that is causally related to the decision (e.g., major depressive disorder patients or healthy controls), without the training of an auxillary interpretive network. ci-gnn learns disentangled subgraph-level representations {\alpha} and \b{eta} that encode, respectively, the causal and noncausal aspects of original graph under a graph variational autoencoder framework, regularized by a conditional mutual information (cmi) constraint. we theoretically justify the validity of the cmi regulation in capturing the causal relationship. we also empirically evaluate the performance of ci-gnn against three baseline gnns and four state-of-the-art gnn explainers on synthetic data and three large-scale brain disease datasets. we observe that ci-gnn achieves the best performance in a wide range of metrics and provides more reliable and concise explanations which have clinical evidence.the source code and implementation details of ci-gnn are freely available at github repository (https://github.com/zkz-brain/ci-gnn/).",,2023-01-04,2024-01-28,"['kaizhong zheng', 'shujian yu', 'badong chen']"
2301.02739,rank-transformed subsampling: inference for multiple data splitting and   exchangeable p-values,stat.me math.st stat.th,"many testing problems are readily amenable to randomised tests such as those employing data splitting. however despite their usefulness in principle, randomised tests have obvious drawbacks. firstly, two analyses of the same dataset may lead to different results. secondly, the test typically loses power because it does not fully utilise the entire sample. as a remedy to these drawbacks, we study how to combine the test statistics or p-values resulting from multiple random realisations such as through random data splits. we develop rank-transformed subsampling as a general method for delivering large sample inference about the combined statistic or p-value under mild assumptions. we apply our methodology to a wide range of problems, including testing unimodality in high-dimensional data, testing goodness-of-fit of parametric quantile regression models, testing no direct effect in a sequentially randomised trial and calibrating cross-fit double machine learning confidence intervals. in contrast to existing p-value aggregation schemes that can be highly conservative, our method enjoys type-i error control that asymptotically approaches the nominal level. moreover, compared to using the ordinary subsampling, we show that our rank transform can remove the first-order bias in approximating the null under alternatives and greatly improve power.",,2023-01-06,2024-01-22,"['f. richard guo', 'rajen d. shah']"
2301.03180,subset verification and search algorithms for causal dags,cs.lg cs.ds stat.ml,"learning causal relationships between variables is a fundamental task in causal inference and directed acyclic graphs (dags) are a popular choice to represent the causal relationships. as one can recover a causal graph only up to its markov equivalence class from observations, interventions are often used for the recovery task. interventions are costly in general and it is important to design algorithms that minimize the number of interventions performed. in this work, we study the problem of identifying the smallest set of interventions required to learn the causal relationships between a subset of edges (target edges). under the assumptions of faithfulness, causal sufficiency, and ideal interventions, we study this problem in two settings: when the underlying ground truth causal graph is known (subset verification) and when it is unknown (subset search). for the subset verification problem, we provide an efficient algorithm to compute a minimum sized interventional set; we further extend these results to bounded size non-atomic interventions and node-dependent interventional costs. for the subset search problem, in the worst case, we show that no algorithm (even with adaptivity or randomization) can achieve an approximation ratio that is asymptotically better than the vertex cover of the target edges when compared with the subset verification number. this result is surprising as there exists a logarithmic approximation algorithm for the search problem when we wish to recover the whole causal graph. to obtain our results, we prove several interesting structural properties of interventional causal graphs that we believe have applications beyond the subset verification/search problems studied here.",,2023-01-09,2024-02-13,"['davin choo', 'kirankumar shiragur']"
2301.03749,markovian sliced wasserstein distances: beyond independent projections,stat.ml cs.lg,"sliced wasserstein (sw) distance suffers from redundant projections due to independent uniform random projecting directions. to partially overcome the issue, max k sliced wasserstein (max-k-sw) distance ($k\geq 1$), seeks the best discriminative orthogonal projecting directions. despite being able to reduce the number of projections, the metricity of max-k-sw cannot be guaranteed in practice due to the non-optimality of the optimization. moreover, the orthogonality constraint is also computationally expensive and might not be effective. to address the problem, we introduce a new family of sw distances, named markovian sliced wasserstein (msw) distance, which imposes a first-order markov structure on projecting directions. we discuss various members of msw by specifying the markov structure including the prior distribution, the transition distribution, and the burning and thinning technique. moreover, we investigate the theoretical properties of msw including topological properties (metricity, weak convergence, and connection to other distances), statistical properties (sample complexity, and monte carlo estimation error), and computational properties (computational complexity and memory complexity). finally, we compare msw distances with previous sw variants in various applications such as gradient flows, color transfer, and deep generative modeling to demonstrate the favorable performance of msw.",,2023-01-09,2023-12-31,"['khai nguyen', 'tongzheng ren', 'nhat ho']"
2301.03962,a unified theory of diversity in ensemble learning,cs.lg cs.ai stat.ml,"we present a theory of ensemble diversity, explaining the nature of diversity for a wide range of supervised learning scenarios. this challenge has been referred to as the holy grail of ensemble learning, an open research issue for over 30 years. our framework reveals that diversity is in fact a hidden dimension in the bias-variance decomposition of the ensemble loss. we prove a family of exact bias-variance-diversity decompositions, for a wide range of losses in both regression and classification, e.g., squared, cross-entropy, and poisson losses. for losses where an additive bias-variance decomposition is not available (e.g., 0/1 loss) we present an alternative approach: quantifying the effects of diversity, which turn out to be dependent on the label distribution. overall, we argue that diversity is a measure of model fit, in precisely the same sense as bias and variance, but accounting for statistical dependencies between ensemble members. thus, we should not be maximising diversity as so many works aim to do -- instead, we have a bias/variance/diversity trade-off to manage.",,2023-01-10,2024-02-07,"['danny wood', 'tingting mu', 'andrew webb', 'henry reeve', 'mikel luján', 'gavin brown']"
2301.06297,inference via robust optimal transportation: theory and methods,math.st stat.ml stat.th,"optimal transportation theory and the related $p$-wasserstein distance ($w_p$, $p\geq 1$) are widely-applied in statistics and machine learning. in spite of their popularity, inference based on these tools has some issues. for instance, it is sensitive to outliers and it may not be even defined when the underlying model has infinite moments. to cope with these problems, first we consider a robust version of the primal transportation problem and show that it defines the {robust wasserstein distance}, $w^{(\lambda)}$, depending on a tuning parameter $\lambda > 0$. second, we illustrate the link between $w_1$ and $w^{(\lambda)}$ and study its key measure theoretic aspects. third, we derive some concentration inequalities for $w^{(\lambda)}$. fourth, we use $w^{(\lambda)}$ to define minimum distance estimators, we provide their statistical guarantees and we illustrate how to apply the derived concentration inequalities for a data driven selection of $\lambda$. fifth, we provide the {dual} form of the robust optimal transportation problem and we apply it to machine learning problems (generative adversarial networks and domain adaptation). numerical exercises provide evidence of the benefits yielded by our novel methods.",,2023-01-16,2024-02-29,"['yiming ma', 'hang liu', 'davide la vecchia', 'metthieu lerasle']"
2301.06535,"case-base neural networks: survival analysis with time-varying,   higher-order interactions",stat.ml cs.lg,"in the context of survival analysis, data-driven neural network-based methods have been developed to model complex covariate effects. while these methods may provide better predictive performance than regression-based approaches, not all can model time-varying interactions and complex baseline hazards. to address this, we propose case-base neural networks (cbnns) as a new approach that combines the case-base sampling framework with flexible neural network architectures. using a novel sampling scheme and data augmentation to naturally account for censoring, we construct a feed-forward neural network that includes time as an input. cbnns predict the probability of an event occurring at a given moment to estimate the full hazard function. we compare the performance of cbnns to regression and neural network-based survival methods in a simulation and three case studies using two time-dependent metrics. first, we examine performance on a simulation involving a complex baseline hazard and time-varying interactions to assess all methods, with cbnn outperforming competitors. then, we apply all methods to three real data applications, with cbnns outperforming the competing models in two studies and showing similar performance in the third. our results highlight the benefit of combining case-base sampling with deep learning to provide a simple and flexible framework for data-driven modeling of single event survival outcomes that estimates time-varying effects and a complex baseline hazard by design. an r package is available at https://github.com/jesse-islam/cbnn.",,2023-01-16,2024-01-09,"['jesse islam', 'maxime turgeon', 'robert sladek', 'sahir bhatnagar']"
2301.06907,deep conditional measure quantization,stat.ml cs.ai cs.lg math.pr,"quantization of a probability measure means representing it with a finite set of dirac masses that approximates the input distribution well enough (in some metric space of probability measures). various methods exists to do so, but the situation of quantizing a conditional law has been less explored. we propose a method, called dcmq, involving a huber-energy kernel-based approach coupled with a deep neural network architecture. the method is tested on several examples and obtains promising results.",10.1007/978-3-031-53036-4_24,2023-01-17,2023-03-24,['gabriel turinici']
2301.07530,optimistically tempered online learning,cs.lg math.oc stat.ml,"optimistic online learning algorithms have been developed to exploit expert advices, assumed optimistically to be always useful. however, it is legitimate to question the relevance of such advices \emph{w.r.t.} the learning information provided by gradient-based online algorithms. in this work, we challenge the confidence assumption on the expert and develop the \emph{optimistically tempered} (ot) online learning framework as well as ot adaptations of online algorithms. our algorithms come with sound theoretical guarantees in the form of dynamic regret bounds, and we eventually provide experimental validation of the usefulness of the ot approach.",,2023-01-18,2024-02-14,"['maxime haddouche', 'olivier wintenberger', 'benjamin guedj']"
2301.08158,semiparametric inference using fractional posteriors,math.st stat.ml stat.th,"we establish a general bernstein--von mises theorem for approximately linear semiparametric functionals of fractional posterior distributions based on nonparametric priors. this is illustrated in a number of nonparametric settings and for different classes of prior distributions, including gaussian process priors. we show that fractional posterior credible sets can provide reliable semiparametric uncertainty quantification, but have inflated size. to remedy this, we further propose a \textit{shifted-and-rescaled} fractional posterior set that is an efficient confidence set having optimal size under regularity conditions. as part of our proofs, we also refine existing contraction rate results for fractional posteriors by sharpening the dependence of the rate on the fractional exponent.",,2023-01-19,2024-02-06,"[""alice l'huillier"", 'luke travis', 'ismaël castillo', 'kolyan ray']"
2301.08544,multi-armed bandits and quantum channel oracles,quant-ph stat.ml,"multi-armed bandits are one of the theoretical pillars of reinforcement learning. recently, the investigation of quantum algorithms for multi-armed bandit problems was started, and it was found that a quadratic speed-up (in query complexity) is possible when the arms and the randomness of the rewards of the arms can be queried in superposition. here we introduce further bandit models where we only have limited access to the randomness of the rewards, but we can still query the arms in superposition. we show that then the query complexity is the same as for classical algorithms. this generalizes the prior result that no speed-up is possible for unstructured search when the oracle has positive failure probability.",,2023-01-20,2024-02-26,"['simon buchholz', 'jonas m. kübler', 'bernhard schölkopf']"
2301.08994,how to measure evidence and its strength: bayes factors or relative   belief ratios?,math.st stat.me stat.ml stat.th,"both the bayes factor and the relative belief ratio satisfy the principle of evidence and so can be seen to be valid measures of statistical evidence. certainly bayes factors are regularly employed. the question then is: which of these measures of evidence is more appropriate? it is argued here that there are questions concerning the validity of a current commonly used definition of the bayes factor based on a mixture prior and, when all is considered, the relative belief ratio has better properties as a measure of evidence. it is further shown that, when a natural restriction on the mixture prior is imposed, the bayes factor equals the relative belief ratio obtained without using the mixture prior. even with this restriction, this still leaves open the question of how the strength of evidence is to be measured. it is argued here that the current practice of using the size of the bayes factor to measure strength is not correct and a solution to this issue is presented. several general criticisms of these measures of evidence are also discussed and addressed.",,2023-01-21,2024-02-26,"['luai al-labadi', 'ayman alzaatreh', 'michael evans']"
2301.09397,ddml: double/debiased machine learning in stata,econ.em stat.ml,"we introduce the package ddml for double/debiased machine learning (ddml) in stata. estimators of causal parameters for five different econometric models are supported, allowing for flexible estimation of causal effects of endogenous variables in settings with unknown functional forms and/or many exogenous variables. ddml is compatible with many existing supervised machine learning programs in stata. we recommend using ddml in combination with stacking estimation which combines multiple machine learners into a final predictor. we provide monte carlo evidence to support our recommendation.",,2023-01-23,2024-01-06,"['achim ahrens', 'christian b. hansen', 'mark e. schaffer', 'thomas wiemann']"
2301.09505,rethinking the expressive power of gnns via graph biconnectivity,cs.lg stat.ml,"designing expressive graph neural networks (gnns) is a central topic in learning graph-structured data. while numerous approaches have been proposed to improve gnns in terms of the weisfeiler-lehman (wl) test, generally there is still a lack of deep understanding of what additional power they can systematically and provably gain. in this paper, we take a fundamentally different perspective to study the expressive power of gnns beyond the wl test. specifically, we introduce a novel class of expressivity metrics via graph biconnectivity and highlight their importance in both theory and practice. as biconnectivity can be easily calculated using simple algorithms that have linear computational costs, it is natural to expect that popular gnns can learn it easily as well. however, after a thorough review of prior gnn architectures, we surprisingly find that most of them are not expressive for any of these metrics. the only exception is the esan framework, for which we give a theoretical justification of its power. we proceed to introduce a principled and more efficient approach, called the generalized distance weisfeiler-lehman (gd-wl), which is provably expressive for all biconnectivity metrics. practically, we show gd-wl can be implemented by a transformer-like architecture that preserves expressiveness and enjoys full parallelizability. a set of experiments on both synthetic and real datasets demonstrates that our approach can consistently outperform prior gnn architectures.",,2023-01-23,2024-02-10,"['bohang zhang', 'shengjie luo', 'liwei wang', 'di he']"
2301.11270,principled reinforcement learning with human feedback from pairwise or   $k$-wise comparisons,cs.lg cs.ai cs.hc math.st stat.ml stat.th,"we provide a theoretical framework for reinforcement learning with human feedback (rlhf). our analysis shows that when the true reward function is linear, the widely used maximum likelihood estimator (mle) converges under both the bradley-terry-luce (btl) model and the plackett-luce (pl) model. however, we show that when training a policy based on the learned reward model, mle fails while a pessimistic mle provides policies with improved performance under certain coverage assumptions. additionally, we demonstrate that under the pl model, the true mle and an alternative mle that splits the $k$-wise comparison into pairwise comparisons both converge. moreover, the true mle is asymptotically more efficient. our results validate the empirical success of existing rlhf algorithms in instructgpt and provide new insights for algorithm design. furthermore, our results unify the problem of rlhf and max-entropy inverse reinforcement learning (irl), and provide the first sample complexity bound for max-entropy irl.",,2023-01-26,2024-02-07,"['banghua zhu', 'jiantao jiao', 'michael i. jordan']"
2301.11584,robust variance-regularized risk minimization with concomitant scaling,stat.ml cs.lg,"under losses which are potentially heavy-tailed, we consider the task of minimizing sums of the loss mean and standard deviation, without trying to accurately estimate the variance. by modifying a technique for variance-free robust mean estimation to fit our problem setting, we derive a simple learning procedure which can be easily combined with standard gradient-based solvers to be used in traditional machine learning workflows. empirically, we verify that our proposed approach, despite its simplicity, performs as well or better than even the best-performing candidates derived from alternative criteria such as cvar or dro risks on a variety of datasets.",,2023-01-27,2024-02-08,['matthew j. holland']
2301.12334,don't play favorites: minority guidance for diffusion models,cs.lg cs.ai cs.cv stat.ml,"we explore the problem of generating minority samples using diffusion models. the minority samples are instances that lie on low-density regions of a data manifold. generating a sufficient number of such minority instances is important, since they often contain some unique attributes of the data. however, the conventional generation process of the diffusion models mostly yields majority samples (that lie on high-density regions of the manifold) due to their high likelihoods, making themselves ineffective and time-consuming for the minority generating task. in this work, we present a novel framework that can make the generation process of the diffusion models focus on the minority samples. we first highlight that tweedie's denoising formula yields favorable results for majority samples. the observation motivates us to introduce a metric that describes the uniqueness of a given sample. to address the inherent preference of the diffusion models w.r.t. the majority samples, we further develop minority guidance, a sampling technique that can guide the generation process toward regions with desired likelihood levels. experiments on benchmark real datasets demonstrate that our minority guidance can greatly improve the capability of generating high-quality minority samples over existing generative samplers. we showcase that the performance benefit of our framework persists even in demanding real-world scenarios such as medical imaging, further underscoring the practical significance of our work. code is available at https://github.com/soobin-um/minority-guidance.",,2023-01-28,2024-02-26,"['soobin um', 'suhyeon lee', 'jong chul ye']"
2301.12767,"compression, generalization and learning",cs.lg cs.ai math.st stat.ml stat.th,"a compression function is a map that slims down an observational set into a subset of reduced size, while preserving its informational content. in multiple applications, the condition that one new observation makes the compressed set change is interpreted that this observation brings in extra information and, in learning theory, this corresponds to misclassification, or misprediction. in this paper, we lay the foundations of a new theory that allows one to keep control on the probability of change of compression (which maps into the statistical ""risk"" in learning applications). under suitable conditions, the cardinality of the compressed set is shown to be a consistent estimator of the probability of change of compression (without any upper limit on the size of the compressed set); moreover, unprecedentedly tight finite-sample bounds to evaluate the probability of change of compression are obtained under a generally applicable condition of preference. all results are usable in a fully agnostic setup, i.e., without requiring any a priori knowledge on the probability distribution of the observations. not only these results offer a valid support to develop trust in observation-driven methodologies, they also play a fundamental role in learning techniques as a tool for hyper-parameter tuning.",,2023-01-30,2024-01-08,"['marco c. campi', 'simone garatti']"
2301.13139,a novel framework for policy mirror descent with general   parameterization and linear convergence,stat.ml cs.lg math.oc math.st stat.th,"modern policy optimization methods in reinforcement learning, such as trpo and ppo, owe their success to the use of parameterized policies. however, while theoretical guarantees have been established for this class of algorithms, especially in the tabular setting, the use of general parameterization schemes remains mostly unjustified. in this work, we introduce a novel framework for policy optimization based on mirror descent that naturally accommodates general parameterizations. the policy class induced by our scheme recovers known classes, e.g., softmax, and generates new ones depending on the choice of mirror map. using our framework, we obtain the first result that guarantees linear convergence for a policy-gradient-based method involving general parameterization. to demonstrate the ability of our framework to accommodate general parameterization schemes, we provide its sample complexity when using shallow neural networks, show that it represents an improvement upon the previous best results, and empirically validate the effectiveness of our theoretical claims on classic control tasks.",,2023-01-30,2024-02-13,"['carlo alfano', 'rui yuan', 'patrick rebeschini']"
2301.13289,on the statistical benefits of temporal difference learning,cs.lg stat.ml,"given a dataset on actions and resulting long-term rewards, a direct estimation approach fits value functions that minimize prediction error on the training data. temporal difference learning (td) methods instead fit value functions by minimizing the degree of temporal inconsistency between estimates made at successive time-steps. focusing on finite state markov chains, we provide a crisp asymptotic theory of the statistical advantages of this approach. first, we show that an intuitive inverse trajectory pooling coefficient completely characterizes the percent reduction in mean-squared error of value estimates. depending on problem structure, the reduction could be enormous or nonexistent. next, we prove that there can be dramatic improvements in estimates of the difference in value-to-go for two states: td's errors are bounded in terms of a novel measure - the problem's trajectory crossing time - which can be much smaller than the problem's time horizon.",,2023-01-30,2024-02-14,"['david cheikhi', 'daniel russo']"
